year,ticker,company,sector,preliminary_posted,effective_date,list_kind
2020,AGRX,AGILE THERAPEUTICS INC,Health Care,2020-06-12,2020-06-26,addition
2020,AGFS,AGROFRESH SOLUTIONS INC,Materials & Processing,2020-06-12,2020-06-26,addition
2020,KERN,AKERNA CORPORATION (A),Technology,2020-06-12,2020-06-26,addition
2020,ALSK,ALASKA COMMUNICATIONS,Utilities,2020-06-12,2020-06-26,addition
2020,APT,ALPHA PRO TECH LTD,Materials & Processing,2020-06-12,2020-06-26,addition
2020,PINE,ALPINE INCOME PROPERTY T,Financial Services,2020-06-12,2020-06-26,addition
2020,ALTG,ALTA EQUIPMENT GROUP (A),Consumer Discretionary,2020-06-12,2020-06-26,addition
2020,AMCR,AMCOR,Materials & Processing,2020-06-12,2020-06-26,addition
2020,APG,API GROUP,Producer Durables,2020-06-12,2020-06-26,addition
2020,APO,APOLLO GLOBAL MANAGEMENT,Financial Services,2020-06-12,2020-06-26,addition
2020,AGTC,APPLIED GENETIC TECH,Health Care,2020-06-12,2020-06-26,addition
2020,APTX,APTINYX INC,Health Care,2020-06-12,2020-06-26,addition
2020,AQST,AQUESTIVE THERAPEUTICS,Health Care,2020-06-12,2020-06-26,addition
2020,ARAV,ARAVIVE INC,Health Care,2020-06-12,2020-06-26,addition
2020,ABR,ARBOR REALTY TRUST INC,Financial Services,2020-06-12,2020-06-26,addition
2020,ARCT,ARCTURUS THERAPEUTICS,Health Care,2020-06-12,2020-06-26,addition
2020,ASPN,ASPEN AEROGELS INC,Materials & Processing,2020-06-12,2020-06-26,addition
2020,ASPU,ASPEN GROUP INC,Consumer Discretionary,2020-06-12,2020-06-26,addition
2020,AWH,ASPIRA WOMENS HEALTH INC,Health Care,2020-06-12,2020-06-26,addition
2020,ASUR,ASURE SOFTWARE INC,Technology,2020-06-12,2020-06-26,addition
2020,ATLC,ATLANTICUS HOLDINGS,Financial Services,2020-06-12,2020-06-26,addition
2020,ATOM,ATOMERA LIMITED,Technology,2020-06-12,2020-06-26,addition
2020,AUBN,AUBURN NATL BANCORP,Financial Services,2020-06-12,2020-06-26,addition
2020,ATXI,AVENUE THERAPEUTICS,Health Care,2020-06-12,2020-06-26,addition
2020,AVEO,AVEO PHARMACEUTICALS INC,Health Care,2020-06-12,2020-06-26,addition
2020,AYTU,AYTU BIOSCIENCE INC,Health Care,2020-06-12,2020-06-26,addition
2020,BLPH,BELLEROPHON THERA INC,Health Care,2020-06-12,2020-06-26,addition
2020,XAIR,BEYOND AIR INC,Health Care,2020-06-12,2020-06-26,addition
2020,BH.A,BIGLARI HOLDINGS A,Consumer Discretionary,2020-06-12,2020-06-26,addition
2020,BSBK,BOGOTA FINANCIAL,Financial Services,2020-06-12,2020-06-26,addition
2020,BCLI,BRAINSTORM CELL THERA,Health Care,2020-06-12,2020-06-26,addition
2020,BRMK,BROADMARK REALTY CAP (A),Financial Services,2020-06-12,2020-06-26,addition
2020,BIPC,BROOKFIELD INFRASTRUCTUR,Utilities,2020-06-12,2020-06-26,addition
2020,CMCL,CALEDONIA MINING CORP,Materials & Processing,2020-06-12,2020-06-26,addition
2020,CALB,CALIFORNIA BANCORP,Financial Services,2020-06-12,2020-06-26,addition
2020,CG,CARLYLE GROUP INC,Financial Services,2020-06-12,2020-06-26,addition
2020,SAVA,CASSAVA SCIENCES INC,Health Care,2020-06-12,2020-06-26,addition
2020,CATB,CATABASIS PHARACEUTICALS,Health Care,2020-06-12,2020-06-26,addition
2020,CBIO,CATALYST BIOSCIENCES INC,Health Care,2020-06-12,2020-06-26,addition
2020,CBFV,CB FINL SVCS INC,Financial Services,2020-06-12,2020-06-26,addition
2020,CSBR,CHAMPIONS ONCOLOGY INC,Health Care,2020-06-12,2020-06-26,addition
2020,CEMI,CHEMBIO DIAGNOSTICS INC,Health Care,2020-06-12,2020-06-26,addition
2020,COFS,CHOICEONE FINANCIAL SERV,Financial Services,2020-06-12,2020-06-26,addition
2020,CDTX,CIDARA THERAPEUTICS INC,Health Care,2020-06-12,2020-06-26,addition
2020,CIZN,CITIZENS HLDG CO MISS,Financial Services,2020-06-12,2020-06-26,addition
2020,NET,CLOUDFLARE,Technology,2020-06-12,2020-06-26,addition
2020,CODX,CO-DIAGNOSTICS INC,Health Care,2020-06-12,2020-06-26,addition
2020,CWBR,COHBAR INC,Health Care,2020-06-12,2020-06-26,addition
2020,MCF,CONTANGO OIL & GAS CO,Energy,2020-06-12,2020-06-26,addition
2020,CFRX,CONTRAFECT CORP,Health Care,2020-06-12,2020-06-26,addition
2020,ICBK,COUNTY BANCORP INC,Financial Services,2020-06-12,2020-06-26,addition
2020,CRWD,CROWDSTRIKE HOLDINGS,Technology,2020-06-12,2020-06-26,addition
2020,CYBE,CYBEROPTICS CORP,Technology,2020-06-12,2020-06-26,addition
2020,DDOG,DATADOG,Technology,2020-06-12,2020-06-26,addition
2020,DBCP,DELMAR BANCORP,Financial Services,2020-06-12,2020-06-26,addition
2020,DMTK,DERMTECH INC,Health Care,2020-06-12,2020-06-26,addition
2020,DRRX,DURECT CORP,Health Care,2020-06-12,2020-06-26,addition
2020,DYAI,DYADIC INTERNATIONAL,Health Care,2020-06-12,2020-06-26,addition
2020,EBMT,EAGLE BANCORP MONT INC,Financial Services,2020-06-12,2020-06-26,addition
2020,KODK,EASTMAN KODAK CO,Consumer Discretionary,2020-06-12,2020-06-26,addition
2020,ELMD,ELECTROMED INC,Health Care,2020-06-12,2020-06-26,addition
2020,EARN,ELLINGTON RESIDENTIAL,Financial Services,2020-06-12,2020-06-26,addition
2020,ELA,ENVELA,Consumer Discretionary,2020-06-12,2020-06-26,addition
2020,ETON,ETON PHARMACEUTICALS,Health Care,2020-06-12,2020-06-26,addition
2020,XCUR,EXICURE,Health Care,2020-06-12,2020-06-26,addition
2020,XONE,EXONE COMPANY,Producer Durables,2020-06-12,2020-06-26,addition
2020,FSLY,FASTLY,Technology,2020-06-12,2020-06-26,addition
2020,FENC,FENNEC PHARMACEUTICALS,Health Care,2020-06-12,2020-06-26,addition
2020,FCCO,FIRST CMNTY CORP SC,Financial Services,2020-06-12,2020-06-26,addition
2020,FSFG,FIRST SAVINGS FINANCIAL,Financial Services,2020-06-12,2020-06-26,addition
2020,FUNC,FIRST UNITED CORP,Financial Services,2020-06-12,2020-06-26,addition
2020,MYFW,FIRST WESTERN FINANCIAL,Financial Services,2020-06-12,2020-06-26,addition
2020,FVE,FIVE STAR SENIOR LIVING,Health Care,2020-06-12,2020-06-26,addition
2020,FONR,FONAR CORP,Health Care,2020-06-12,2020-06-26,addition
2020,FBIO,FORTRESS BIOTECH INC,Health Care,2020-06-12,2020-06-26,addition
2020,FRG,FRANCHISE GROUP,Consumer Discretionary,2020-06-12,2020-06-26,addition
2020,FRO,FRONTLINE LTD,Producer Durables,2020-06-12,2020-06-26,addition
2020,FCEL,FUELCELL ENERGY INC,Energy,2020-06-12,2020-06-26,addition
2020,FLGT,FULGENT GENETICS INC,Health Care,2020-06-12,2020-06-26,addition
2020,GAN,GAN,Technology,2020-06-12,2020-06-26,addition
2020,GNSS,GENASYS INC,Technology,2020-06-12,2020-06-26,addition
2020,GNPX,GENPREX INC,Health Care,2020-06-12,2020-06-26,addition
2020,GSB,GLOBALSCAPE INC,Technology,2020-06-12,2020-06-26,addition
2020,GLOB,GLOBANT SA,Technology,2020-06-12,2020-06-26,addition
2020,GSKY,GREENSKY,Financial Services,2020-06-12,2020-06-26,addition
2020,GDYN,GRID DYN HOLDINGS (A),Technology,2020-06-12,2020-06-26,addition
2020,GRWG,GROWGENERATION,Consumer Staples,2020-06-12,2020-06-26,addition
2020,HROW,HARROW HEALTH INC.,Health Care,2020-06-12,2020-06-26,addition
2020,HBIO,HARVARD BIOSCIENCE INC,Health Care,2020-06-12,2020-06-26,addition
2020,HCHC,HC2 HLDGS INC,Producer Durables,2020-06-12,2020-06-26,addition
2020,IBIO,IBIO,Health Care,2020-06-12,2020-06-26,addition
2020,ICAD,ICAD INC,Health Care,2020-06-12,2020-06-26,addition
2020,IDYA,IDEAYA BIOSCIENCES INC,Health Care,2020-06-12,2020-06-26,addition
2020,IHRT,IHEARTMEDIA,Consumer Discretionary,2020-06-12,2020-06-26,addition
2020,IMRA,IMARA,Health Care,2020-06-12,2020-06-26,addition
2020,IMUX,IMMUNIC INC,Health Care,2020-06-12,2020-06-26,addition
2020,IMVT,IMMUNOVANT INC,Health Care,2020-06-12,2020-06-26,addition
2020,INFU,INFUSYSTEM HLDGS INC,Health Care,2020-06-12,2020-06-26,addition
2020,IDN,INTELLICHECK INC,Technology,2020-06-12,2020-06-26,addition
2020,IVAC,INTEVAC INC,Technology,2020-06-12,2020-06-26,addition
2020,ISEE,IVERIC BIO,Health Care,2020-06-12,2020-06-26,addition
2020,KROS,KEROS THERAPEUTICS,Health Care,2020-06-12,2020-06-26,addition
2020,KKR,KKR & CO INC,Financial Services,2020-06-12,2020-06-26,addition
2020,LAKE,LAKELAND INDUSTRIES INC,Consumer Discretionary,2020-06-12,2020-06-26,addition
2020,LARK,LANDMARK BANCORP INC,Financial Services,2020-06-12,2020-06-26,addition
2020,LMST,LIMESTONE BANCORP INC,Financial Services,2020-06-12,2020-06-26,addition
2020,LYTS,LSI INDUSTRIES INC,Materials & Processing,2020-06-12,2020-06-26,addition
2020,LUNA,LUNA INNOVATIONS INC,Producer Durables,2020-06-12,2020-06-26,addition
2020,LYRA,LYRA THERAPEUTICS,Health Care,2020-06-12,2020-06-26,addition
2020,MHH,MASTECH DIGITAL INC,Producer Durables,2020-06-12,2020-06-26,addition
2020,MRBK,MERIDIAN CORPORATION,Financial Services,2020-06-12,2020-06-26,addition
2020,MBCN,MIDDLEFIELD BANC CORP,Financial Services,2020-06-12,2020-06-26,addition
2020,MLSS,MILESTONE SCIENTIFIC INC,Health Care,2020-06-12,2020-06-26,addition
2020,MIME,MIMECAST LTD,Technology,2020-06-12,2020-06-26,addition
2020,MGI,MONEYGRAM INTERNATIONAL,Financial Services,2020-06-12,2020-06-26,addition
2020,NH,NANTHEALTH INC,Health Care,2020-06-12,2020-06-26,addition
2020,NK,NANTKWEST INC,Health Care,2020-06-12,2020-06-26,addition
2020,NLS,NAUTILUS INC,Consumer Discretionary,2020-06-12,2020-06-26,addition
2020,NMRD,NEMAURA MEDICAL INC,Health Care,2020-06-12,2020-06-26,addition
2020,NLTX,NEOLEUKIN THERAPEUTICS,Health Care,2020-06-12,2020-06-26,addition
2020,NSCO,NESCO HOLDINGS INC (A),Producer Durables,2020-06-12,2020-06-26,addition
2020,NBSE,NEUBASE THERAPEUTICS,Health Care,2020-06-12,2020-06-26,addition
2020,NRBO,NEUROBO PHARMACEUTICALS,Health Care,2020-06-12,2020-06-26,addition
2020,NYMX,NYMOX PHARMACEUTICAL,Health Care,2020-06-12,2020-06-26,addition
2020,OFED,OCONEE FEDERAL FINANCIAL,Financial Services,2020-06-12,2020-06-26,addition
2020,ORGS,ORGENESIS INC,Health Care,2020-06-12,2020-06-26,addition
2020,ORIC,ORIC PHARMACEUTICALS,Health Care,2020-06-12,2020-06-26,addition
2020,OESX,ORION ENERGY SYSTEMS INC,Producer Durables,2020-06-12,2020-06-26,addition
2020,OVID,OVID THERAPEUTICS INC,Health Care,2020-06-12,2020-06-26,addition
2020,OVV,OVINTIV INC,Energy,2020-06-12,2020-06-26,addition
2020,PAE,PAE INCORPORATED (A),Producer Durables,2020-06-12,2020-06-26,addition
2020,PANL,PANGAEA LOGS SOLUTIONS,Producer Durables,2020-06-12,2020-06-26,addition
2020,PCYG,PARK CITY GROUP INC,Technology,2020-06-12,2020-06-26,addition
2020,PASG,PASSAGE BIO,Health Care,2020-06-12,2020-06-26,addition
2020,PAVM,PAVMED INC,Health Care,2020-06-12,2020-06-26,addition
2020,PCTI,PCTEL INC,Technology,2020-06-12,2020-06-26,addition
2020,PTON,PELOTON INTERACTIVE,Consumer Discretionary,2020-06-12,2020-06-26,addition
2020,PFSW,PFSWEB INC,Producer Durables,2020-06-12,2020-06-26,addition
2020,PINS,PINTEREST,Technology,2020-06-12,2020-06-26,addition
2020,PXLW,PIXELWORKS INC,Technology,2020-06-12,2020-06-26,addition
2020,PLBC,PLUMAS BANCORP,Financial Services,2020-06-12,2020-06-26,addition
2020,PLYM,PLYMOUTH INDUSTRIAL REIT,Financial Services,2020-06-12,2020-06-26,addition
2020,PWFL,POWERFLEET INC,Technology,2020-06-12,2020-06-26,addition
2020,PRMW,PRIMO WATER,Consumer Staples,2020-06-12,2020-06-26,addition
2020,TARA,PROTARA THERAPEUTICS INC,Health Care,2020-06-12,2020-06-26,addition
2020,PRVB,PROVENTION BIO INC,Health Care,2020-06-12,2020-06-26,addition
2020,QMCO,QUANTUM CORP,Technology,2020-06-12,2020-06-26,addition
2020,QTNT,QUOTIENT LIMITED,Health Care,2020-06-12,2020-06-26,addition
2020,PACK,RANPAK HOLDINGS (A),Materials & Processing,2020-06-12,2020-06-26,addition
2020,RDVT,RED VIOLET,Technology,2020-06-12,2020-06-26,addition
2020,RLMD,RELMADA THERAPEUTICS,Health Care,2020-06-12,2020-06-26,addition
2020,RPAY,REPAY HOLDINGS CORP (A),Financial Services,2020-06-12,2020-06-26,addition
2020,KRMD,REPRO MED SYSTEMS,Health Care,2020-06-12,2020-06-26,addition
2020,REFR,RESEARCH FRONTIERS INC,Technology,2020-06-12,2020-06-26,addition
2020,RESN,RESONANT INC,Technology,2020-06-12,2020-06-26,addition
2020,RVP,RETRACTABLE TECHNOLOGIES,Health Care,2020-06-12,2020-06-26,addition
2020,SAL,SALISBURY BANCORP INC,Financial Services,2020-06-12,2020-06-26,addition
2020,SPNS,SAPIENS INTL CORP NV,Technology,2020-06-12,2020-06-26,addition
2020,SBFG,SB FINL GROUP INC,Financial Services,2020-06-12,2020-06-26,addition
2020,SCPH,SCPHARMACEUTICALS INC,Health Care,2020-06-12,2020-06-26,addition
2020,SEAC,SEACHANGE INTERNATIONAL,Technology,2020-06-12,2020-06-26,addition
2020,SNFCA,SECURITY NATL FINL CORP,Financial Services,2020-06-12,2020-06-26,addition
2020,SELB,SELECTA BIOSCIENCES INC,Health Care,2020-06-12,2020-06-26,addition
2020,SREV,SERVICESOURCE INTL,Producer Durables,2020-06-12,2020-06-26,addition
2020,SMED,SHARPS COMPLIANCE CORP,Producer Durables,2020-06-12,2020-06-26,addition
2020,WORK,SLACK TECHNOLOGIES,Technology,2020-06-12,2020-06-26,addition
2020,SMSI,SMITH MICRO SOFTWARE INC,Technology,2020-06-12,2020-06-26,addition
2020,SEDG,SOLAREDGE TECHNOLOGIES,Energy,2020-06-12,2020-06-26,addition
2020,SLNO,SOLENO THERAPEUTICS INC,Health Care,2020-06-12,2020-06-26,addition
2020,STND,STANDARD AVB FINANCIAL,Financial Services,2020-06-12,2020-06-26,addition
2020,STXS,STEREOTAXIS,Health Care,2020-06-12,2020-06-26,addition
2020,STNE,STONECO,Technology,2020-06-12,2020-06-26,addition
2020,SMCI,SUPER MICRO COMPUTER INC,Technology,2020-06-12,2020-06-26,addition
2020,SWKH,SWK HOLDINGS,Financial Services,2020-06-12,2020-06-26,addition
2020,TELA,TELA BIO,Health Care,2020-06-12,2020-06-26,addition
2020,TW,TRADEWEB MARKETS,Financial Services,2020-06-12,2020-06-26,addition
2020,HEAR,TURTLE BEACH CORP,Technology,2020-06-12,2020-06-26,addition
2020,ULBI,ULTRALIFE CORPORATION,Producer Durables,2020-06-12,2020-06-26,addition
2020,UTI,UNIVERSAL TECHNICAL INST,Consumer Discretionary,2020-06-12,2020-06-26,addition
2020,PRTS,US AUTO PARTS NETWRK INC,Consumer Discretionary,2020-06-12,2020-06-26,addition
2020,VXRT,VAXART INC,Health Care,2020-06-12,2020-06-26,addition
2020,VERO,VENUS CONCEPT,Health Care,2020-06-12,2020-06-26,addition
2020,VSTM,VERASTEM INC,Health Care,2020-06-12,2020-06-26,addition
2020,VERY,VERICITY,Financial Services,2020-06-12,2020-06-26,addition
2020,VERI,VERITONE INC,Technology,2020-06-12,2020-06-26,addition
2020,VRT,VERTIV HOLDINGS CO (A),Technology,2020-06-12,2020-06-26,addition
2020,VERU,VERU INC,Consumer Staples,2020-06-12,2020-06-26,addition
2020,VMD,VIEMED HEALTHCARE,Health Care,2020-06-12,2020-06-26,addition
2020,SPCE,VIRGIN GALACTIC HLDG (A),Producer Durables,2020-06-12,2020-06-26,addition
2020,VVNT,VIVINT SMART HOME (A),Producer Durables,2020-06-12,2020-06-26,addition
2020,VNRX,VOLITIONRX LTD,Health Care,2020-06-12,2020-06-26,addition
2020,VOXX,VOXX INTERNATIONAL CORP,Consumer Discretionary,2020-06-12,2020-06-26,addition
2020,VTVT,VTV THERAPEAUTICS INC,Health Care,2020-06-12,2020-06-26,addition
2020,WKHS,WORKHORSE GROUP INC,Producer Durables,2020-06-12,2020-06-26,addition
2020,XOMA,XOMA CORP,Health Care,2020-06-12,2020-06-26,addition
2020,XPEL,XPEL INC,Consumer Discretionary,2020-06-12,2020-06-26,addition
2020,ZNTL,ZENTALIS PHARMACEUTICALS,Health Care,2020-06-12,2020-06-26,addition
2020,ZM,ZOOM VIDEO COMMUNICATION,Technology,2020-06-12,2020-06-26,addition
2021,XXII,22ND CENTURY GROUP INC.,Consumer Staples,2021-06-04,2021-06-25,addition
2021,NMTR,9 METERS BIOPHARMA INC,Health Care,2021-06-04,2021-06-25,addition
2021,ACRS,ACLARIS THERAPEUTICS,Health Care,2021-06-04,2021-06-25,addition
2021,ACET,ADICET BIO INC,Health Care,2021-06-04,2021-06-25,addition
2021,ADV,ADVANTAGE SOLUTIONS INC (A),Industrials,2021-06-04,2021-06-25,addition
2021,ADN,ADVENT TECHNOLOGIES HOLDINGS INC (A),Energy,2021-06-04,2021-06-25,addition
2021,AMTX,AEMETIS,Energy,2021-06-04,2021-06-25,addition
2021,ASLE,AERSALE CORPORATION,Industrials,2021-06-04,2021-06-25,addition
2021,AEVA,AEVA TECHNOLOGIES INC,Technology,2021-06-04,2021-06-25,addition
2021,AFCG,AFC GAMMA,Financials,2021-06-04,2021-06-25,addition
2021,UAVS,AGEAGLE AERIAL SYSTEMS,Industrials,2021-06-04,2021-06-25,addition
2021,AGTI,AGILITI,Health Care,2021-06-04,2021-06-25,addition
2021,AGL,AGILON HEALTH,Health Care,2021-06-04,2021-06-25,addition
2021,AKYA,AKOYA BIOSCIENCES,Health Care,2021-06-04,2021-06-25,addition
2021,ALDX,ALDEYRA THERAPEUTICS,Health Care,2021-06-04,2021-06-25,addition
2021,ALHC,ALIGNMENT HEALTHCARE,Health Care,2021-06-04,2021-06-25,addition
2021,ALKT,ALKAMI TECHNOLOGY,Technology,2021-06-04,2021-06-25,addition
2021,ALPN,ALPINE IMMUNE SCIENCES,Health Care,2021-06-04,2021-06-25,addition
2021,ALT,ALTIMMUNE,Health Care,2021-06-04,2021-06-25,addition
2021,ALTO,ALTO INGREDIENTS INC,Basic Materials,2021-06-04,2021-06-25,addition
2021,ALTM,ALTUS MIDSTREAM COMPANY (A),Energy,2021-06-04,2021-06-25,addition
2021,POWW,AMMO INC,Consumer Discretionary,2021-06-04,2021-06-25,addition
2021,AMPE,AMPIO PHARMACEUTICALS INC.,Health Care,2021-06-04,2021-06-25,addition
2021,APPH,APPHARVEST INC,Consumer Staples,2021-06-04,2021-06-25,addition
2021,AQB,AQUABOUNTY TECHNOLOGIES,Consumer Staples,2021-06-04,2021-06-25,addition
2021,ABUS,ARBUTUS BIOPHARMA CORP.,Health Care,2021-06-04,2021-06-25,addition
2021,FUV,ARCIMOTO,Consumer Discretionary,2021-06-04,2021-06-25,addition
2021,ARKO,ARKO CORP (A),Consumer Discretionary,2021-06-04,2021-06-25,addition
2021,ASAN,ASANA,Technology,2021-06-04,2021-06-25,addition
2021,ASXC,ASENSUS SURGICAL INC,Health Care,2021-06-04,2021-06-25,addition
2021,AHT,ASHFORD HOSPITALITY TRUST,Real Estate,2021-06-04,2021-06-25,addition
2021,ATER,ATERIAN INC,Consumer Discretionary,2021-06-04,2021-06-25,addition
2021,ATCX,ATLAS TECHNICAL CONSULTANTS INC (A),Industrials,2021-06-04,2021-06-25,addition
2021,ATOS,ATOSSA THERAPEUTICS,Health Care,2021-06-04,2021-06-25,addition
2021,AVAH,AVEANNA HEALTHCARE HOLDINGS,Health Care,2021-06-04,2021-06-25,addition
2021,AVNW,AVIAT NETWORKS,Telecommunications,2021-06-04,2021-06-25,addition
2021,RCEL,AVITA MEDICAL,Health Care,2021-06-04,2021-06-25,addition
2021,BW,BABCOCK & WILCOX ENTERPRISES,Industrials,2021-06-04,2021-06-25,addition
2021,BNED,BARNES & NOBLE EDUCATION,Consumer Discretionary,2021-06-04,2021-06-25,addition
2021,BSET,BASSETT FURNITURE,Consumer Discretionary,2021-06-04,2021-06-25,addition
2021,BEEM,BEAM GLOBAL,Energy,2021-06-04,2021-06-25,addition
2021,SKIN,BEAUTY HEALTH CO,Consumer Staples,2021-06-04,2021-06-25,addition
2021,BSY,BENTLEY SYSTEMS,Technology,2021-06-04,2021-06-25,addition
2021,BGFV,BIG 5 SPORTING GOODS CORP,Consumer Discretionary,2021-06-04,2021-06-25,addition
2021,BMEA,BIOMEA FUSION,Health Care,2021-06-04,2021-06-25,addition
2021,BNGO,BIONANO GENOMICS INC,Health Care,2021-06-04,2021-06-25,addition
2021,BLNK,BLINK CHARGING,Consumer Discretionary,2021-06-04,2021-06-25,addition
2021,BRBS,BLUE RIDGE BANKSHARES,Financials,2021-06-04,2021-06-25,addition
2021,BXC,BLUELINX HOLDINGS,Industrials,2021-06-04,2021-06-25,addition
2021,BHR,BRAEMAR HOTELS & RESORTS,Real Estate,2021-06-04,2021-06-25,addition
2021,BTX,BROOKLYN IMMUNO THERAPEUTICS,Health Care,2021-06-04,2021-06-25,addition
2021,BTRS,BTRS HOLDINGS INC (A),Industrials,2021-06-04,2021-06-25,addition
2021,BFLY,BUTTERFLY NETWORK INC (A),Health Care,2021-06-04,2021-06-25,addition
2021,BYRN,BYRNA TECHNOLOGIES,Industrials,2021-06-04,2021-06-25,addition
2021,CRC,CALIFORNIA RESOURCES,Energy,2021-06-04,2021-06-25,addition
2021,CPE,CALLON PETROLEUM,Energy,2021-06-04,2021-06-25,addition
2021,GOEV,CANOO INC (A),Consumer Discretionary,2021-06-04,2021-06-25,addition
2021,CTLP,CANTALOUPE INC,Industrials,2021-06-04,2021-06-25,addition
2021,CRDF,CARDIFF ONCOLOGY INC,Health Care,2021-06-04,2021-06-25,addition
2021,LOTZ,CARLOTZ INC (A),Consumer Discretionary,2021-06-04,2021-06-25,addition
2021,CSLT,CASTLIGHT HEALTH,Health Care,2021-06-04,2021-06-25,addition
2021,CELC,CELCUITY,Health Care,2021-06-04,2021-06-25,addition
2021,CLDX,CELLDEX THERAPEUTICS,Health Care,2021-06-04,2021-06-25,addition
2021,CDEV,CENTENNIAL RESOURCE DEVELOPMENT,Energy,2021-06-04,2021-06-25,addition
2021,LEU,CENTRUS ENERGY CORPORATION,Energy,2021-06-04,2021-06-25,addition
2021,CERE,CEREVEL THERAPEUTICS HOLDINGS (A),Health Care,2021-06-04,2021-06-25,addition
2021,CHPT,CHARGEPOINT HOLDINGS INC (A),Energy,2021-06-04,2021-06-25,addition
2021,CHK,CHESAPEAKE ENERGY,Energy,2021-06-04,2021-06-25,addition
2021,CSSE,CHICKEN SOUP FOR THE SOUL ENTERTAINMENT,Consumer Discretionary,2021-06-04,2021-06-25,addition
2021,CTXR,CITIUS PHARMACEUTICALS,Health Care,2021-06-04,2021-06-25,addition
2021,CLVT,CLARIVATE PLC (A),Technology,2021-06-04,2021-06-25,addition
2021,CLSK,CLEANSPARK,Technology,2021-06-04,2021-06-25,addition
2021,CCO,CLEAR CHANNEL OUTDOOR HOLDINGS,Consumer Discretionary,2021-06-04,2021-06-25,addition
2021,CLPT,CLEARPOINT NEURO INC,Health Care,2021-06-04,2021-06-25,addition
2021,CLNN,CLENE INC,Health Care,2021-06-04,2021-06-25,addition
2021,COGT,COGENT BIOSCIENCES INC,Health Care,2021-06-04,2021-06-25,addition
2021,CVGI,COMMERCIAL VEHICLE GROUP,Industrials,2021-06-04,2021-06-25,addition
2021,CSTM,CONSTELLIUM SE,Basic Materials,2021-06-04,2021-06-25,addition
2021,COUR,COURSERA,Consumer Discretionary,2021-06-04,2021-06-25,addition
2021,CVAC,CUREVAC NV,Health Care,2021-06-04,2021-06-25,addition
2021,CURI,CURIOSITYSTREAM INC (A),Consumer Discretionary,2021-06-04,2021-06-25,addition
2021,CRIS,CURIS INC,Health Care,2021-06-04,2021-06-25,addition
2021,DNMR,DANIMER SCIENTIFIC INC (A),Industrials,2021-06-04,2021-06-25,addition
2021,DRIO,DARIOHEALTH,Health Care,2021-06-04,2021-06-25,addition
2021,DEN,DENBURY,Energy,2021-06-04,2021-06-25,addition
2021,DSGN,DESIGN THERAPEUTICS,Health Care,2021-06-04,2021-06-25,addition
2021,DM,DESKTOP METAL INC (A),Industrials,2021-06-04,2021-06-25,addition
2021,DMS,DIGITAL MEDIA SOLUTIONS INC (A),Consumer Discretionary,2021-06-04,2021-06-25,addition
2021,DOCN,DIGITALOCEAN HOLDINGS,Technology,2021-06-04,2021-06-25,addition
2021,DSEY,DIVERSEY HOLDINGS,Industrials,2021-06-04,2021-06-25,addition
2021,RRD,DONNELLEY (RR) & SONS,Industrials,2021-06-04,2021-06-25,addition
2021,DASH,DOORDASH,Technology,2021-06-04,2021-06-25,addition
2021,DV,DOUBLEVERIFY HOLDINGS,Technology,2021-06-04,2021-06-25,addition
2021,DKNG,DRAFTKINGS INC (A),Consumer Discretionary,2021-06-04,2021-06-25,addition
2021,DS,DRIVE SHACK,Consumer Discretionary,2021-06-04,2021-06-25,addition
2021,NAPA,DUCKHORN PORTFOLIO,Consumer Staples,2021-06-04,2021-06-25,addition
2021,ETWO,E2OPEN PARENT HOLDINGS INC (A),Technology,2021-06-04,2021-06-25,addition
2021,EWTX,EDGEWISE THERAPEUTICS,Health Care,2021-06-04,2021-06-25,addition
2021,EMKR,EMCORE CORP,Technology,2021-06-04,2021-06-25,addition
2021,EOSE,EOS ENERGY ENTERPRISES INC (A),Industrials,2021-06-04,2021-06-25,addition
2021,EBET,ESPORTS TECHNOLOGIES,Consumer Discretionary,2021-06-04,2021-06-25,addition
2021,XOG,EXTRACTION OIL & GAS,Energy,2021-06-04,2021-06-25,addition
2021,EYPT,EYEPOINT PHARMACEUTICALS,Health Care,2021-06-04,2021-06-25,addition
2021,FOA,FINANCE OF AMERICA COMPANIES INC,Financials,2021-06-04,2021-06-25,addition
2021,FNCH,FINCH THERAPEUTICS GROUP,Health Care,2021-06-04,2021-06-25,addition
2021,FSR,FISKER INC (A),Consumer Discretionary,2021-06-04,2021-06-25,addition
2021,FSBC,FIVE STAR BANCORP,Financials,2021-06-04,2021-06-25,addition
2021,FLXS,FLEXSTEEL INDS,Consumer Discretionary,2021-06-04,2021-06-25,addition
2021,FORA,FORIAN,Health Care,2021-06-04,2021-06-25,addition
2021,FBRX,FORTE BIOSCIENCES INC,Health Care,2021-06-04,2021-06-25,addition
2021,ULCC,FRONTIER GROUP HOLDINGS,Consumer Discretionary,2021-06-04,2021-06-25,addition
2021,FTCI,FTC SOLAR,Energy,2021-06-04,2021-06-25,addition
2021,FTSI,FTS INTERNATIONAL,Energy,2021-06-04,2021-06-25,addition
2021,FUBO,FUBOTV,Telecommunications,2021-06-04,2021-06-25,addition
2021,FLL,FULL HOUSE RESORTS INC.,Consumer Discretionary,2021-06-04,2021-06-25,addition
2021,GCMG,GCM GROSVENOR INC (A),Financials,2021-06-04,2021-06-25,addition
2021,GMTX,GEMINI THERAPEUTICS INC,Health Care,2021-06-04,2021-06-25,addition
